Symbol,Company Name,Sector,Industry
REX,REX American Resources Corp,Energy,"Oil, Gas & Consumable Fuels"
REXHF,REX INTL HLDG LTD SHS,,
REXN,"Rexahn Pharmaceuticals, Inc.",Health Care,Biotechnology
REXR,Rexford Industrial Realty Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
RXN,Rexnord Corp,Industrials,Machinery
REYN,Reynolds Consumer Products Inc,,
RZLT,Rezolute Inc,Health Care,Biotechnology
RFIL,"RF Industries, Ltd.",Information Technology,"Electronic Equipment, Instruments & Components"
RGCO,RGC Resources Inc.,Utilities,Gas Utilities
RH,RH,Consumer Discretionary,Specialty Retail
RNMBF,RHEINMETALL AG ORD,,
RBKB,Rhinebeck Bancorp Inc,Financials,Thrifts & Mortgage Finance
RNOV,Rhino Novi Inc,Communication Services,Diversified Telecommunication Services
RHNO,"Rhino Resource Partners, L.P.",Energy,"Oil, Gas & Consumable Fuels"
RHKJF,RHOEN-KLINIKUM AG ORD,,
RLGHF,RHT HEALTH TR UNIT TR,,
RYTM,Rhythm Pharmaceuticals Inc,Health Care,Biotechnology
RSTAF,RIB SOFTWARE SE NAMEN AKT,,
RBBN,Ribbon Communications Inc,Information Technology,Communications Equipment
RCDOF,RICARDO PLC SHS,,
RIBT,RiceBran Technologies,Consumer Staples,Food Products
RCHA,Rich Pharmaceuticals Inc,Health Care,Biotechnology
RPKIF,RICHARDS PACKAGING INCOME FD,Materials,Containers & Packaging
RELL,"Richardson Electronics, Ltd.",Information Technology,"Electronic Equipment, Instruments & Components"
RHUHF,RICHELIEU HARDWARE LTD,Industrials,Trading Companies & Distributors
RMDFF,RICHMOND MINERALS INC,Materials,Metals & Mining
RMBI,Richmond Mutual Bancorporation Inc,Financials,Banks
RICOY,Ricoh Co Ltd (ADR),Information Technology,"Technology Hardware, Storage & Peripherals"
RICOF,RICOH CO LTD ORD,,
RDGA,Ridgefield Acquisition Corp.,,
RIGL,"Rigel Pharmaceuticals, Inc.",Health Care,Biotechnology
RTON,Right On Brands Inc,Consumer Discretionary,Specialty Retail
RTMVF,RIGHTMOVE PLC SHS,,
RIHT,RightsCorp Inc,Information Technology,Software
RIGH,RightSmile Inc,,
RNET,RigNet Inc,Energy,Energy Equipment & Services
RMNI,Rimini Street Inc,Information Technology,Software
RMRK,Rimrock Gold Corp,,
REI,Ring Energy Inc,Energy,"Oil, Gas & Consumable Fuels"
RNG,RingCentral Inc,Information Technology,Software
RINIF,RINNAI CORP ORD,,
RINO,RINO International Corporation,Industrials,Commercial Services & Supplies
RIO,Rio Tinto plc (ADR),Materials,Metals & Mining
RIOT,Riot Blockchain Inc,Information Technology,Software
REDU,RISE Education Cayman Ltd (ADR),Consumer Discretionary,Diversified Consumer Services
RYES,Rise Gold Corp,Materials,Metals & Mining
MCUIF,RISE LIFE SCIENCE CORP COM,Health Care,Pharmaceuticals
RBA,Ritchie Bros. Auctioneers Inc,Industrials,Commercial Services & Supplies
RAD,Rite Aid Corporation,Consumer Staples,Food & Staples Retailing
RTTO,Rito Group Corp,Consumer Discretionary,Distributors
RTTR,Ritter Pharmaceuticals Inc,Health Care,Pharmaceuticals
RVTI,"Rival Technologies, Inc.",Energy,Energy Equipment & Services
RVRF,River Financial Corp,,
RHWI,River Hawk Aviation Inc,Industrials,Airlines
RVDO,Riverdale Oil & Gas Corp.,Energy,"Oil, Gas & Consumable Fuels"
RMPL-,Rivernorth Marketplace Lending Corp,,
RIV,Rivernorth Opportunities Fund Inc,,
RMI,Rivernorth Opprtnstc Mncpl Incme Fnd Inc,,
RVSDF,RIVERSIDE RESOURCES INC,Materials,Metals & Mining
RVSB,"Riverview Bancorp, Inc.",Financials,Thrifts & Mortgage Finance
RIVE,Riverview Financial Corporation,Financials,Banks
RIVX,Rivex Technology Corp,,
RVRA,Riviera Resources Inc,Energy,"Oil, Gas & Consumable Fuels"
RIVT,Riviera Tool Company,,
RJDG,Rjd Green Inc,,
RJKAF,RJK EXPLORATIONS LTD,Materials,Metals & Mining
RLI,RLI Corp,Financials,Insurance
RLJ,RLJ Lodging Trust,Real Estate,Equity Real Estate Investment Trusts (REITs)
RMG,RMG Acquisition Corp,,
RMR,RMR Group Inc,Real Estate,Real Estate Management & Development
RMRI,RMR Industrials Inc,,
RIF,RMR Real Estate Income Fund,,
RKGXF,ROAD KING INFRASTRUCTURE LTD ORD,,
RDMR,Road Marshall Inc,,
RRTS,Roadrunner Transportation Systems Inc,Industrials,Road & Rail
RAHGF,Roan Holdings Group Co Ltd,Financials,Consumer Finance
RHI,Robert Half International Inc.,Industrials,Professional Services
RCTFF,Rochester Resources Ltd,Materials,Metals & Mining
RCPIQ,Rock Creek Pharmaceuticals Inc,Health Care,Pharmaceuticals
RCKE,"Rock Energy Resources, Inc.",Materials,Metals & Mining
RRRI,Rock Ridge Resources Inc,,
RCKTF,ROCK TECH LINTHIUM INC,Materials,Metals & Mining
RKLC,Rockelle Corp.,,
RCKT,Rocket Pharmaceuticals Inc,Health Care,Biotechnology
RKFL,Rocketfuel Blockchain Inc,Information Technology,Software
ROFO,Rockford Corporation,Consumer Discretionary,Household Durables
RKHNF,ROCKHAVEN RESOURCES LTD,Materials,Metals & Mining
CRZHF,ROCKWEALTH RES CORP,Materials,Metals & Mining
ROK,Rockwell Automation,Industrials,Electrical Equipment
RMTI,Rockwell Medical Inc,Health Care,Health Care Equipment & Supplies
RNTL,Rockwood National Corp.,,
RKWBF,ROCKWOOL INTERNATIONAL AS SHS B,,
RCKY,Rocky Brands Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
RMCF,"Rocky Mountain Chocolate Factory, Inc.",Consumer Staples,Food Products
RMHB,Rocky Mountain High Brands Inc,,
RCIAF,ROGERS COMMUNICATIONS  -CL B,Communication Services,Wireless Telecommunication Services
RCI,Rogers Communications Inc. (USA),Communication Services,Wireless Telecommunication Services
ROG,Rogers Corporation,Information Technology,"Electronic Equipment, Instruments & Components"
RSGUF,ROGERS SUGAR INC,Consumer Staples,Food Products
GCRIF,ROGUE RESOURCES INC,Materials,Metals & Mining
RGST,Rogue Station Companies Inc,Energy,"Oil, Gas & Consumable Fuels"
ROHCF,ROHM CO LTD SHS,,
RIHC,Roine International Holding Corp,,
PTRDF,ROK RESOURCES INC,Energy,"Oil, Gas & Consumable Fuels"
ROKK,Rokk3r Inc,,
RKMSF,ROKMASTER RESOURCES CORP,Materials,Metals & Mining
ROKU,Roku Inc,Communication Services,Entertainment
ROL,"Rollins, Inc.",Industrials,Commercial Services & Supplies
RYCEY,Rolls-Royce Holding PLC (ADR),Industrials,Aerospace & Defense
RMLS,Romulus Corp,,
RSAU,RooShine Inc,Consumer Staples,Beverages
RTNB,Root9B Holdings Inc,Industrials,Professional Services
ROP,Roper Technologies Inc,Industrials,Industrial Conglomerates
ROSE,Rosehill Resources Inc,Energy,"Oil, Gas & Consumable Fuels"
ROSGQ,Rosetta Genomics Ltd. (USA),Health Care,Biotechnology
RST,Rosetta Stone Inc,Information Technology,Software
OJSCY,ROSNEFT OIL COMPANY,Energy,"Oil, Gas & Consumable Fuels"
RRMLF,ROSS RIVER MINERALS INC,Materials,Metals & Mining
ROST,"Ross Stores, Inc.",Consumer Discretionary,Specialty Retail
ROSYY,Rostelekom PAO (ADR),Communication Services,Diversified Telecommunication Services
ROCHU,Roth CH Acquisition I Co,,
PIEJF,ROTHSCHILD & CO SCA SHS,,
RTOXF,ROTORK PLC SHS,,
RCHN,Rouchon Industries Inc,,
ROGFF,ROXGOLD INC,Materials,Metals & Mining
RY,Royal Bank of Canada,Financials,Banks
RBS,Royal Bank of Scotland Group PLC,Financials,Banks
RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,"Hotels, Restaurants & Leisure"
KDSKF,ROYAL DSM N V SHS,,
RDS.B,ROYAL DUTCH SHELL PLC,Energy,"Oil, Gas & Consumable Fuels"
RDS.A,Royal Dutch Shell plc (ADR),Energy,"Oil, Gas & Consumable Fuels"
ROYE,Royal Energy Resources Inc,Energy,"Oil, Gas & Consumable Fuels"
RYFL,Royal Financial Inc,Financials,Thrifts & Mortgage Finance
NSVLF,ROYAL GOLD MINING INC,Materials,Metals & Mining
RGLD,"Royal Gold, Inc (USA)",Materials,Metals & Mining
RYMM,Royal Mines And Minerals Corp,Materials,Metals & Mining
RNKLF,ROYAL NICKEL CORP,Materials,Metals & Mining
ROCLF,Royal Olympic Cruise Lines Inc,,
RYSMF,Royal Standard Minerals Inc USA,Materials,Metals & Mining
ROYL,Royale Energy Funds Inc,Energy,"Oil, Gas & Consumable Fuels"
RYPE,Royalite Petroleum Co Inc,Energy,"Oil, Gas & Consumable Fuels"
RGT,Royce Global Value Trust Inc,,
RMT,Royce Micro Capital Trust Inc.,,
RVT,Royce Value Trust Inc,,
RES,"RPC, Inc.",Energy,Energy Equipment & Services
RPM,RPM International Inc.,Materials,Chemicals
RPSGF,RPS GROUP PLC SHS,,
RPT,RPT Realty,Real Estate,Equity Real Estate Investment Trusts (REITs)
RRD,RR Donnelley & Sons Co,Industrials,Commercial Services & Supplies
RSAIF,RSA INSURANCE GROUP PLC,Financials,Insurance
RTIX,RTI Surgical Holdings Inc,Health Care,Health Care Equipment & Supplies
RTSO,RTS Oil Holdings Inc,Energy,"Oil, Gas & Consumable Fuels"
RTW,RTW Retailwinds Inc,Consumer Discretionary,Specialty Retail
RBYCF,Rubicon Minerals Corp. (USA),Materials,Metals & Mining
RBCN,"Rubicon Technology, Inc.",Information Technology,Semiconductors & Semiconductor Equipment
RUBY,Rubius Therapeutics Inc,Health Care,Biotechnology
RBYC,Ruby Creek Resources Inc,Materials,Metals & Mining
RBMNF,RUGBY MINING LTD,Materials,Metals & Mining
RUHN,Ruhnn Holding Ltd - ADR,Consumer Discretionary,Internet & Direct Marketing Retail
RMBL,RumbleON Inc,Consumer Discretionary,Internet & Direct Marketing Retail
RUPRF,RUPERT RESOURCES LTD,Materials,Metals & Mining
RCCC,Rural Cellular Corporation,,
RUSHB,RUSH ENTERPRISES INC CL B,Industrials,Trading Companies & Distributors
RUSHA,"Rush Enterprises, Inc.",Industrials,Trading Companies & Distributors
RSHN,Rushnet Inc,,
RUTH,"Ruth's Hospitality Group, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure"
RWEOY,RWE AG (ADR),Utilities,Multi-Utilities
RWNFF,RWE AG ACT A,,
RXEI,RXElite Inc,,
RYAAY,Ryanair Holdings plc (ADR),Industrials,Airlines
RYAOF,RYANAIR HOLDINGS PLC SHS,,
RYB,RYB Education Inc - ADR,Consumer Discretionary,Diversified Consumer Services
R,"Ryder System, Inc.",Industrials,Road & Rail
RYI,Ryerson Holding Corp,Materials,Metals & Mining
RHP,Ryman Hospitality Properties Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
RYBIF,RYOBI LTD ORD,,
RYOTF,RYODEN TRADING CO LTD SHS,,
RYKKF,RYOHIN KEIKAKU CO LTD SHS,,
STBA,S & T Bancorp Inc,Financials,Banks
SPGI,S&P Global Inc,Financials,Capital Markets
SANW,S&W Seed Company,Consumer Staples,Food Products
FGRBF,SA FROMAGERIES BEL LA VACHE SHS,,
SAABF,SAAB AB SHS B,,
SBR,Sabine Royalty Trust,Energy,"Oil, Gas & Consumable Fuels"
SBRA,Sabra Health Care REIT Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
SABR,Sabre Corp,Information Technology,IT Services
SACH,Sachem Capital Corp,Financials,Thrifts & Mortgage Finance
SAKL,Sack Lunch Productions Inc,Communication Services,Entertainment
SAEX,SAExploration Holdings Inc,Energy,Energy Equipment & Services
SFHLF,SAF HOLLAND SA LUXEMBOURG SHS,,
SB,"Safe Bulkers, Inc.",Industrials,Marine
SFE,"Safeguard Scientifics, Inc",Financials,Capital Markets
SAFE,Safehold Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
SAFS,"Safer Shot, Inc.",,
SAFT,"Safety Insurance Group, Inc.",Financials,Insurance
SAFLF,SAFILO GROUP SPA SHS POST RAGGRUP,,
SAFRF,SAFRAN SHS,,
SGA,"Saga Communications, Inc.",Communication Services,Media
SGGEF,SAGE GROUP PLC SHS NEW,,
SAGE,SAGE Therapeutics Inc,Health Care,Biotechnology
SGUJ,Saguaro Holdings Corp.,,
SAHRF,SAHARA ENERGY LTD,Energy,"Oil, Gas & Consumable Fuels"
SAIA,Saia Inc,Industrials,Road & Rail
SAIL,Sailpoint Technologies Holdings Inc,Information Technology,Software
SKAS,Saker Aviation Services Inc,Industrials,Transportation Infrastructure
SLRX,Salarius Pharmaceuticals Inc,Health Care,Biotechnology
SALM,Salem Media Group Inc,Communication Services,Media
CRM,"salesforce.com, inc.",Information Technology,Software
SAL,"Salisbury Bancorp, Inc.",Financials,Banks
SBH,"Sally Beauty Holdings, Inc.",Consumer Discretionary,Specialty Retail
SLNM,"Salon Media Group, Inc.",Communication Services,Interactive Media & Services
SFRGF,SALVATORE FERRAGAMO SPA FIRENZ SHS,,
SAMMF,SAMA RESOURCES INC,Materials,Metals & Mining
SGCLF,SAMCO GOLD LIMITED SHS,,
SMXMF,Samex Mining Corp. (USA),Materials,Metals & Mining
SAML,Samsara Luggage Inc,,
SAMZF,SAMUI AIRPORT PROPERTY FUND BA UNITS,,
SJT,San Juan Basin Royalty Trust,Energy,"Oil, Gas & Consumable Fuels"
SLOT,San Lotus Holding Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure"
SMREF,SAN MARCO RESOURCES INC,Materials,Metals & Mining
SMTI,Sanara Medtech Inc,Health Care,Health Care Equipment & Supplies
SADMF,SANATANA RESOURCES INC,Materials,Metals & Mining
SNECQ,Sanchez Energy Corp,Energy,"Oil, Gas & Consumable Fuels"
SNMP,Sanchez Midstream Partners LP,Energy,"Oil, Gas & Consumable Fuels"
SAFM,"Sanderson Farms, Inc.",Consumer Staples,Food Products
SFRRF,SANDFIRE RESOURCES LTD SHS,,
SD,SandRidge Energy Inc.,Energy,"Oil, Gas & Consumable Fuels"
SDTTU,Sandridge Mississippian Trust I,Energy,"Oil, Gas & Consumable Fuels"
SDRMU,SandRidge Mississippian Trust II,Energy,"Oil, Gas & Consumable Fuels"
PER,SandRidge Permian Trust,Energy,"Oil, Gas & Consumable Fuels"
SDON,Sandston Corporation,,
SAND,SANDSTORM GOLD LTD,Materials,Metals & Mining
SASR,Sandy Spring Bancorp Inc.,Financials,Banks
SARDF,SANFORD LTD REG SHARES O N,,
SGMO,Sangamo Therapeutics Inc,Health Care,Biotechnology
SAMOF,SANGOMA TECHNOLOGIES CORP,Information Technology,Communications Equipment
SGBI,"Sangui Biotech International, Inc.",Health Care,Biotechnology
SKXJF,SANKYO CO LTD GUNMA SHS,,
SLMAF,SANLAM LTD SHS,,
SANM,Sanmina Corp,Information Technology,"Electronic Equipment, Instruments & Components"
SNY,Sanofi SA (ADR),Health Care,Pharmaceuticals
SFEF,Santa Fe Financial Corp.,Consumer Discretionary,"Hotels, Restaurants & Leisure"
SFEG,Santa Fe Gold Corporation,Materials,Metals & Mining
SFPI,Santa Fe Petroleum Inc,Energy,"Oil, Gas & Consumable Fuels"
SC,Santander Consumer USA Holdings Inc,Financials,Consumer Finance
SNPHF,SANTEN PHARMACEUTICAL CO LTD SHS,,
SANT,"Santeon Group, Inc.",Information Technology,IT Services
SANP,Santo Mining Corp,Materials,Metals & Mining
SNWV,"SANUWAVE Health, Inc.",Health Care,Health Care Equipment & Supplies
SNWAF,SANWA HOLDINGS CORP SHS,,
SNYYF,SANY HEAVY EQUIP INTL HLDG LMT SHS,,
SAP,SAP SE (ADR),Information Technology,Software
SPNS,Sapiens International Corporation N.V.,Information Technology,Software
SPPJY,Sappi Limited (ADR),Materials,Paper & Forest Products
SOOBF,SAPPORO HLDGS LTD SHS NEW,,
SAR,Saratoga Investment Corp,Financials,Capital Markets
SRPT,Sarepta Therapeutics Inc,Health Care,Biotechnology
AIOAF,Sarossa PLC,,
SARTF,SARTORIUS AG AKT,,
SDMHF,SARTORIUS STEDIM BIOTECH AUBGN ORD,,
SSL,Sasol Limited (ADR),Materials,Chemicals
SAGD,Sativa Growth International,Health Care,Pharmaceuticals
STSA,Satsuma Pharmaceuticals Inc,Health Care,Pharmaceuticals
SAEUF,SATURN OIL & GAS INC,Energy,"Oil, Gas & Consumable Fuels"
SAHN,Saudi American Holdings Corp,,
SENY,Sauer Energy Inc,Industrials,Electrical Equipment
BFS,Saul Centers Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
SVRA,Savara Inc,Health Care,Biotechnology
SISXF,SAVARIA CORP,Industrials,Machinery
SAFO,Save Foods Inc,,
BNGRF,SAVENCIA SA ACT,,
SNVP,Savoy Energy Corp,Energy,"Oil, Gas & Consumable Fuels"
SAVW,SavWatt USA Inc,Industrials,Electrical Equipment
SBFG,SB Financial Group Inc,Financials,Banks
SBBX,SB One Bancorp,Financials,Banks
SBAC,SBA Communications Corporation,Real Estate,Equity Real Estate Investment Trusts (REITs)
SCPE,SC Health Corp,,
SCNLF,SCANCELL HOLDINGS PLC LONDON SHS,,
SCSC,"ScanSource, Inc.",Information Technology,"Electronic Equipment, Instruments & Components"
SCE-G,SCE Trust II,,
SCE-H,SCE Trust III,,
SCE-J,SCE Trust IV,,
SCE-K,SCE Trust V,,
SCE-L,SCE Trust VI,,
SBSNF,SCHIBSTED ASA SHS,,
SCTN,Schimatic Cash Transactions,Information Technology,Software
SHLRF,SCHINDLER HOLDING AG HERGISWIL NAMEN AKT,,
SLB,Schlumberger NV,Energy,Energy Equipment & Services
SMIT,"Schmitt Industries, Inc.",Information Technology,"Electronic Equipment, Instruments & Components"
SNDR,Schneider National Inc,Industrials,Road & Rail
SCHN,"Schnitzer Steel Industries, Inc.",Materials,Metals & Mining
SBOEF,SCHOELLER BLECKMANN OILFIELD E SHS,,
SRRK,Scholar Rock Holding Corp,Health Care,Biotechnology
SCHL,Scholastic Corp,Communication Services,Media
SCOO,"School Specialty, Inc.",Consumer Discretionary,Diversified Consumer Services
SHNWF,SCHRODERS PLC VTG SHS,,
SDGR,Schrodinger Inc,,
SAMAU,Schultze Special Purpose Acqstn Corp,,
SWM,"Schweitzer-Mauduit International, Inc.",Materials,Paper & Forest Products
SCIA,SCI Engineered Materials Inc,Information Technology,Semiconductors & Semiconductor Equipment
SAIC,Science Applications International Corp,Information Technology,IT Services
BEUT,Science To Consumers Inc,,
SCNTQ,"Scient, Inc.",,
SCGY,Scientific Energy Inc,Consumer Discretionary,Internet & Direct Marketing Retail
SGMS,Scientific Games Corp,Consumer Discretionary,"Hotels, Restaurants & Leisure"
SCND,"Scientific Industries, Inc.",Health Care,Health Care Equipment & Supplies
SCIL,Scientific Learning Corporation,Information Technology,Software
SCPL,SciPlay Corp,Communication Services,Entertainment
SCPJ,Scope Industries,,
SCRYY,SCOR SE (ADR),Financials,Insurance
SCRH,Scores Holding Company Inc.,Consumer Discretionary,"Hotels, Restaurants & Leisure"
SALT,Scorpio Bulkers Inc,Industrials,Marine
STNG,Scorpio Tankers Inc.,Energy,"Oil, Gas & Consumable Fuels"
SCSHF,SCOTTISH ORIENTAL SMALLER COMP SHS,,
SLGD,Scott's Liquid Gold Inc.,Consumer Staples,Personal Products
SMG,Scotts Miracle-Gro Co,Materials,Chemicals
SCTC,Scoutcam Inc,,
SCPH,Scpharmaceuticals Inc,Health Care,Pharmaceuticals
DINRF,SCREEN HLDGS CO LTD SHS NEW,,
SCRCQ,"ScripsAmerica, Inc.",Consumer Staples,Food & Staples Retailing
SRL,Scully Royalty Ltd,Financials,Capital Markets
SCU,Sculptor Capital Management Inc,Financials,Capital Markets
SCVX,SCVX Corp,,
WORX,Scworx Corp,Health Care,Health Care Technology
SCYX,SCYNEXIS Inc,Health Care,Pharmaceuticals
SDLLF,SDL PLC SHS,,
SE,Sea Ltd (ADR),Communication Services,Entertainment
SEB,Seaboard Corp,Consumer Staples,Food Products
SA,"Seabridge Gold, Inc. (USA)",Materials,Metals & Mining
SEAC,SeaChange International,Information Technology,Software
SBCF,Seacoast Banking Corporation of Florida,Financials,Banks
SCBH,Seacoast Commerce Banc Holdings,Financials,Banks
CKH,"Seacor Holdings, Inc.",Energy,Energy Equipment & Services
SMHI,SEACOR Marine Holdings Inc,Energy,Energy Equipment & Services
SDRL,SEADRILL LTD,Energy,Energy Equipment & Services
SDLPF,Seadrill Partners LLC,Energy,Energy Equipment & Services
SFRX,Seafarer Exploration Corp,Industrials,Commercial Services & Supplies
COPLF,SEAFARMS GROUP LTD SHS,,
STX,Seagate Technology PLC,Information Technology,"Technology Hardware, Storage & Peripherals"
SHWK,Seahawk Deep Ocean Technology Inc,,
SEE,Sealed Air Corp,Materials,Containers & Packaging
SHIP,Seanergy Maritime Holdings Corp.,Industrials,Marine
BETS,SeanieMac International Ltd,,
SHLDQ,Sears Holdings Corp,Consumer Discretionary,Multiline Retail
SPNE,SeaSpine Holdings Corp,Health Care,Health Care Equipment & Supplies
SGEN,"Seattle Genetics, Inc.",Health Care,Biotechnology
SEVA,Seaway Valley Capital Corporation,,
SEAS,SeaWorld Entertainment Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure"
SEBYF,SEB SA ACT ORD,,
SCUPF,SECOND CUP LTD,Consumer Discretionary,"Hotels, Restaurants & Leisure"
EYES,Second Sight Medical Products Inc,Health Care,Health Care Equipment & Supplies
CTON,Second Street Capital Inc,Financials,Diversified Financial Services
SECO,Secoo Holding Ltd - ADR,Consumer Discretionary,Internet & Direct Marketing Retail
SEKZF,SECOVA METALS CORP,Materials,Metals & Mining
SECI,SECTOR 10 Inc,Industrials,Electrical Equipment
SFIV,Sector 5 Inc,Consumer Discretionary,Specialty Retail
CQER,Securcapital Holdings Corp,,
SECYF,SECURE ENERGY SERVICES INC,Energy,Energy Equipment & Services
SCWX,Secureworks Corp,Information Technology,Software
SFDL,Security Federal Corp,Financials,Banks
SNFCA,Security National Financial Corp,Financials,Thrifts & Mortgage Finance
SEDH,Sed Intelligent Home Inc,,
SEDN,"SED International Holdings, Inc.",Information Technology,"Electronic Equipment, Instruments & Components"
SEDO,Seedo Corp,,
SEEMF,SEEING MACHINES LTD SHS,,
SKLTF,SEEK LTD SHS,,
SEEL,Seelos Therapeutics Inc,Health Care,Pharmaceuticals
SONT,Seen on Screen Tv Inc,Consumer Discretionary,Internet & Direct Marketing Retail
SEGXF,SEGRO PLC REIT SHS,,
SNHR,Seguin Natural Hair Products Inc,,
SEIC,SEI Investments Company,Financials,Capital Markets
SBBG,Seibels Bruce Group Inc,,
SKHSF,SEKISUI HOUSE LTD SHS,,
SLCT,Select Bancorp Inc,Financials,Banks
WTTR,Select Energy Services Inc,Energy,Energy Equipment & Services
SHVTF,SELECT HARVESTS LIMITED SHS,,
SIC,Select Interior Concepts Inc,Consumer Discretionary,Diversified Consumer Services
SEM,Select Medical Holdings Corporation,Health Care,Health Care Providers & Services
SELB,Selecta Biosciences Inc,Health Care,Biotechnology
SIGI,Selective Insurance Group Inc,Financials,Insurance
SLS,Sellas Life Sciences Group Inc,Health Care,Biotechnology
SMICY,Semiconductor Manufacturing Int'l (ADR),Information Technology,Semiconductors & Semiconductor Equipment
LEDS,SemiLEDs Corporation,Information Technology,Semiconductors & Semiconductor Equipment
SMLR,Semler Scientific Inc,Health Care,Health Care Equipment & Supplies
SEIGF,SEMPERIT AG HOLDING SHS,,
SRE,Sempra Energy,Utilities,Multi-Utilities
SMTC,Semtech Corporation,Information Technology,Semiconductors & Semiconductor Equipment
SNCA,Seneca Biopharma Inc,Health Care,Biotechnology
SNNF,Seneca Financial Corp,,
SENEA,Seneca Foods Corp,Consumer Staples,Food Products
SCAY,Seneca-Cayuga Bancorp Inc,Financials,Thrifts & Mortgage Finance
SNES,SenesTech Inc,Health Care,Pharmaceuticals
SNIRF,SENIOR PLC ORD,,
AIHS,Senmiao Technology Ltd,Financials,Consumer Finance
SNNJF,SENNEN POTASH CORP,Materials,Chemicals
ST,Sensata Technologies Holding PLC,Industrials,Electrical Equipment
SNSGF,"Sense Technologies, Inc.",Information Technology,"Electronic Equipment, Instruments & Components"
SENS,Senseonics Holdings Inc,Health Care,Health Care Equipment & Supplies
SXT,Sensient Technologies Corporation,Materials,Chemicals
MOOIF,SENSOR TECHNOLOGIES CORP COM,Energy,Energy Equipment & Services
SRTS,Sensus Healthcare Inc,Health Care,Health Care Equipment & Supplies
SDTC,Sentaida Tire Co Ltd,Consumer Discretionary,Distributors
SPLM,Sentry Petroleum Ltd,Energy,"Oil, Gas & Consumable Fuels"
SPMLF,SENTRY SELECT PRIM METALS CORP CL A,,
SKVY,Sentry Technology Corporation,Information Technology,"Electronic Equipment, Instruments & Components"
SQNS,Sequans Communications SA ADR,Information Technology,Semiconductors & Semiconductor Equipment
SQBG,Sequential Brands Group Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
SRBIF,SERABI GOLD PLC,Materials,Metals & Mining
SGRNF,SERENGETI RESOURCES LTD,Materials,Metals & Mining
MCRB,Seres Therapeutics Inc,Health Care,Biotechnology
SQZZF,SERICA ENERGY PLC,Energy,"Oil, Gas & Consumable Fuels"
SNUYF,SERINUS ENERGY PLC,Energy,"Oil, Gas & Consumable Fuels"
SRG,Seritage Growth Properties,Real Estate,Equity Real Estate Investment Trusts (REITs)
SEOVF,SERNOVA CORP,Health Care,Biotechnology
SCI,Service Corporation International,Consumer Discretionary,Diversified Consumer Services
SVC,Service Properties Trust,Real Estate,Equity Real Estate Investment Trusts (REITs)
SERV,Servicemaster Global Holdings Inc,Consumer Discretionary,Diversified Consumer Services
NOW,ServiceNow Inc,Information Technology,Software
SREV,Servicesource International Inc,Information Technology,IT Services
SFBS,"ServisFirst Bancshares, Inc.",Financials,Banks
SVT,"Servotronics, Inc.",Industrials,Electrical Equipment
SGBAF,SES SA CERT GLOBAL,,
SESI,SES Solar Inc,Information Technology,Semiconductors & Semiconductor Equipment
SESN,Sesen Bio Inc,Health Care,Biotechnology
SETO,"SETO Holdings, Inc.",Health Care,Health Care Providers & Services
SAPX,Seven Arts Entertainment Inc,Communication Services,Entertainment
SEBNF,SEVEN BK LTD SHS,,
SVBI,"Severn Bancorp, Inc.",Financials,Thrifts & Mortgage Finance
SFL,SFL Corporation Ltd,Energy,"Oil, Gas & Consumable Fuels"
SFBI,SFSB Inc,Financials,Thrifts & Mortgage Finance
SGBX,SG Blocks Inc,Industrials,Machinery
SGOC,SGOCO Group Ltd,Information Technology,"Electronic Equipment, Instruments & Components"
SGSOF,SGS SA REG SHS,,
SHAK,Shake Shack Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure"
SFOSF,SHANGHAI FOSUN PHARMACEUTICAL REG SHS H CNY1,,
SRBT,Shanrong Biotechnology Corp,Industrials,Aerospace & Defense
SEII,Sharing Economy International Inc,,
SHRG,Sharing Services Global Corp,Consumer Discretionary,Internet & Direct Marketing Retail
SHCAY,Sharp Corporation (ADR),Consumer Discretionary,Household Durables
SHGP,Sharpe Resources Corp,Energy,"Oil, Gas & Consumable Fuels"
SMED,Sharps Compliance Corp.,Health Care,Health Care Providers & Services
SHSP,SharpSpring Inc,Information Technology,Software
SJR,Shaw Communications Inc (USA),Communication Services,Media
SJRWF,SHAW COMMUNICATIONS INC-CL B,Communication Services,Media
SAWLF,Shawcor Ltd (USA),Energy,Energy Equipment & Services
SHLX,Shell Midstream Partners LP,Energy,"Oil, Gas & Consumable Fuels"
SHEN,Shenandoah Telecommunications Company,Communication Services,Wireless Telecommunication Services
OSIN,Shengshi International Holding Group Inc,,
SGTI,Shengtai Pharmaceutical Inc,Health Care,Pharmaceuticals
SHNL,"Shentang International, Inc.",,
SHZNF,SHENZHEN EXPRESSWAY CO LTD SHS H,,
SHW,Sherwin-Williams Co,Materials,Chemicals
